line,isMetaphor
பிஞ்சு முகம் ஒரு நொடியும் வாடக் கூடாது,0
பிடித்தவர் தருகிற பரிசு பொருளும்,1
பிடிவாதம் பிடி சினம் தீரும் அடி,0
பிணங்களை அடையாளம் காட்டப்பெற்றவளைத்தேடினோம்,0
பித்தம் பித்தம் தலை ஏறும்,0
பின் வாசல் முற்றத்திலே துளசி மாடம்,1
பின்னிப் பின்னிச் சின்ன இழையோடும் ஒன்னுக்கொன்னு தான் இணைஞ்சி இருக்கு,0
பின்னிரவில் விழிக்காத தூக்கம் கேட்பேன்,0
பிரச்சாரமே நீ பண்ணாமலே என் ஓட்டதான் வாங்கி வச்சிகிட்டியே,0
பிரண்டுன்னு புல்ஸ்டாப் வைக்காதே,0
பிரண்ட்ஷிப் என்பது ஆர்எசி,0
பிரண்ட்ஷிப் என்பது புல் சேப்டி,0
பிரமிடுகளைப்பிய்த்துப்பிடுங்கி மம்மிகளை எல்லாம் வெளியேற்றியது,0
பிரம்மன் ஓவர் டைமில் செய்த சிலையே,1
பிரிந்த குயிலும் பேடை தேடும் கார்காலம்,0
பிரிந்தாலும் என் அன்பு ஒருபோதும் பொய் இல்லையே,0
பிரிந்திட வழி ஆயிரம் முயலாதே,0
பிரிந்திருக்கும் உயிரை எல்லாம் பிணைத்து வைக்கும் கார்காலம்,0
பிரியாத போர்வை நொடிகள்,0
பிரிவும் துயரம் இல்லாமல் ஒரு காதலின் ஆழம் புரியாதே,0
பிரிவெல்லாமே இது போல் மாறாதா,1
பிரேக் டான்ஸும் இல்லை,0
பிறப்பில் கிடைக்காத பெரும்பெரும் வாழ்த்தொலியும் இறப்பில் கிடைக்காதோ,0
பிறர்க்குச்சிந்தக்கண்ணீர் கொடுங்கள்,0
பிழையெல்லாம் மன்னிக்கும் பெருமை கேட்பேன்,0
புகழ் பூமாலைகள் தேன் சோலைகள் நான் கண்டேன் ஏன் உன் பின் வந்தேன்,0
புகை படம் எடுக்கையில் திணறும் புன்னகை,1
புங்கமரத்தடியில் பூவிழுந்த மணல்வெளியில் பேன்பார்த்த சிறுவயசு பெண்ணே நெனவிருக்கா?,0
புஜவலியுள்ள இளைஞன் ஒருவன் சிறகு நொறுங்க ஏறினான்,0
புடவை எங்கும் புதுமை செய்து பூப்பறித்து கொண்டாயே,0
புடவை ஏறி நீயும் என்னை அள்ளி கொண்டால் மூச்சு முட்ட முட்ட சூட்டுவேன்,0
புட்டுகினு போனாலே பூந்தமல்லி கானா,0
புதிதாய் கண்டேனேஎன்னை உன்னில்,0
புதிய தாளம் போட்டு உடல் காற்றில் மிதக்குதே,0
புதிய ராகம் புதிய வேகம்,0
புதியது உலகு புதியது காற்று புதியது சிந்தை புதியது எண்ணம்,0
புது ஆசை வந்தாச்சே,0
புதுசு புதுசு இப்போ நான்,0
புதுமனுஷன் வேணும் வேணும்,0
புதைந்த தமிழின் சங்கம் மூன்றைப்புதுக்க எண்ணாமல் நம்மைப் புதைக்கும் ஜாதிச்சங்கத்துக்கள் புதைந்து போவீரோ?,0
புத்தகம் ஈந்து கல்விச்சாலை போக்கும் சிறுவர்களைக்கையில் கத்திகள் தந்து ஜாதிக்களத்தில் கருகச்செய்வீரோ?,0
புத்தம் புதுத்தலைப்பு புத்தியிலே உதிக்கையிலே,0
புத்தி கொஞ்சம் மாறயில சக்தி கொஞ்சம் ஏறுதடி,0
புயலுக்கும் பூவைக்கும் ஆளு,0
புயல் அடித்தால் மழை இருக்கும்,0
புயல் வீசுமே என்று கரை ஓரமாய் நின்று அணை கட்டினால் அது ஓய்வதில்லை,0
புரிஞ்சிக்கிட்டு குடித்தனம் பாரு,0
புறா இறகில் செய்த புத்தம் புதிய மெத்தை உந்தன் மேனி என்று உனக்கு தெரியுமா,1
புலி மானை வேட்டைதான் ஆடிடுமே காட்டில்,0
புலி வால நான்தான் பிடிச்சேன்,0
புலிமேல ஏறி நீ ஊருக்குள்ள வரனும்,0
புல்லரிக்கும் உரோமங்கள் எழுந்து நின்று வரவேற்க,1
புல்லறுக்க வந்தேனுனா நீ புல்லரிக்க வச்சிடுவ,0
புல்வெளி பாதை விரிக்குதே,0
புழுவெல்லாம் கனவுகண்டா கொழுவுக்குப்புரியாது,0
புவிகொண்ட ஆறுகளின் புனல்வந்து கலந்ததனால் கவிகொண்ட பிள்ளைமனம் கடலாகிப்போனதடி,0
பூ ஒன்று உன் மீது விழுந்தாலும் தாங்காது,0
பூ முதல் புல் வரைக்கும் ஒவ்வொன்றும் ரசித்திடலாம்,0
பூகோளம் அறியா பூகம்பத்திற்குச்சரித்திரம் எங்கேதெரியப்போகிறது,0
பூகோளம் தெரியாத பூகம்பம் தன் சுற்று வட்டம் இடவலமா வல இடமா,0
பூக்களால் சிரிக்கத்தெரியாத செடிகொடிகளுக்கு வண்டுகளின் வாடிக்கை இல்லை,0
பூக்களின் மொழியறிந்தேன்,0
பூக்களை செடிகொடியின்,0
பூக்கள் தேடிதானே பட்டாம் பூச்சி பறக்கும்,0
பூப்போன்ற சோறு,1
"பூமி உதைப்பான்,  புரட்சி எழுதுவான்"
பூமி கடந்தெங்கும் போவோமா,0
"பூமி சுற்றிக்காற்று, காற்று சுற்றி இசை"
பூமிக்குள் ஒரு குருட்சேத்திரம்,0
பூமிப்பந்து பொடியாதல் கண்டு விசும்பியது விசும்பு,0
பூமியின் வயிற்றில் புகுந்தன தேசங்கள்,0
பூமியின் வயிற்றெரிச்சலாய்க்காலங்காலமாய்க்கனன்று கிடந்த அக்கினிக்குழம்புகள் விடுதலைகேட்க,0
பூமியில் சில இடங்களில் நதிகள் கிடையாது,0
பூவரச இலையிலே பீப்பீ செஞ்சி ஊதினோம்,0
பூவரசன் காட்டுகுள்ளே நீ புல்லறுக்க வந்திடடி,0
பூவுக்கெல்லாம் றெக்கை கட்டி பறக்கச் சொல்லிடலாம்,0
பூவே பூவே என்ன சிரிப்பு,0
பூவோடு கேட்டேன் இதையே,0
பெட்டி தொலைத்துவிடு சாவிபத்திரம்,0
பெண்  இசைக்குயில் நம்மை அழைத்திடும் போது,1
பெண் இடையும் இறைவனும் ஒன்றுதான்,1
பெண் பேச்சு பொய்யையோ முதல் முறை இந்த உலகத்திலே பூ பூத்த பூ எது சொல்வாயா,0
பெண்ணின் சதைமட்டும் பேணுகின்ற ஏடுகளைக்கண்ணைக்கெடுக்கும் கலைகளை இன்றே,0
பெண்ணே நீயும் பெண்ணா பெண்ணாகிய ஓவியம்,1
பெத்தஅப்பன் சென்னைவந்து சொத்தெழுதிப்போபபின்னே,0
பெத்தவளே ஒம்பெருமைம ஒத்தவரி சொல்லலையே,0
பெயர்கள் கூட ஜாதிமத அடையாளம் காட்டுமாதலால்,0
பெய்யோ பெய்யென்று மழை பெய்தால் என்ன செய்யும்,0
பெரும் காசோலைகள் பொன்மாலைகள் வேண்டாமே நீ வேண்டுமென்றேன்,0
பேசி போன வார்த்தைகள் எல்லாம்,0
பேச்சினில் மட்டும் வீரம்,0
பேச்சு மொழியின்றியே என்மேல் பிரியமா என்றது,0
பேஜாரானா கானா,0
பேஞ்சு கெடுத்திருச்சே பெருமாளே என்னபண்ண?,0
பேரழகின் மேலே ஒருதுரும்பும் தொடாது,1
பேருந்தில் நீ எனக்கு ஜன்னல் ஓரம்,1
போக்கிரிய கண்டாலே சூடு,0
பைக் ஏறி ஊர் சுற்ற செல்ல,0
பொட்டு மழை பெய்யலையே புழுதி அடங்கலையே,0
பொண்ணு கட்டியது என்ன புடவை என்றேன்,0
பொது கூட்டம் கூட போட்டு சொல்லுவேனே,0
பொன்னுலகம் பூமியிலே தோன்றக்கேட்பேன்,0
பொய்ய பொய்யா சொன்னாலும் அது உண்மையாகத் தோணுதே,0
பொரிக்காத கீரை,0
பொருளென்று நினைத்திருந்தேன்,0
பொறாமையுறாத புகழ் கொடுங்கள்,0
பொறுத்தகவி ஒருநாள் பொறுமை துறந்தான்,0
பொற்சுவட்டுப்பூப்பூமி மீது மெல்லப்பூத்த பனி திரைபோடும் போது நெஞ்சம்,0
பொல்லாத தாயின் நோயை புலிப்பாலாலே தீர்த்தவனே,0
போ போ என்று சொல்லவில்லை நான்,0
போகவில்லை நேரம் என பேசாதீர்கள் யாரும்,0
போடா லவ் இஸ் ஜஸ்ட் எ ஸ்ட்ரைன்,0
போதிமரம் போதும் புத்தனைப்புதைத்துவிடு,0
போதை மருந்தில் பொருந்தாத இன்பத்தில்,0
போனால் போகட்டும் போடா இறந்துவிட்டால் நானாரோ நீயாரோ,0
போனில் அரட்டை அடிச்சா தப்பு,0
போய் வருகிறேன் அல்லது போய்வா மீண்டும் சந்திப்போம்,0
போர் செய்வோம்,0
போர்க்களத்தில் பூஞ்செடிகள் பூக்கக்கேட்பேன்,0
போர்வைக்குள் பூ பூக்க வைக்க வா,0
ப்ளேட்தான் போர்தான் கஷ்டம்தான் நஷ்டம்தான்,0
மங்கையின் கன்னத்தில் மஞ்சளின் வண்ணங்கள் வந்ததும் எப்படியோ,0
மஞ்சத்தை பரிமாற வேண்டும் வா,0
மஞ்சள் நிற தேகம் என்னை கொஞ்ச சொல்லுதே,0
மடி மீது நீ இருந்தால் சொர்க்கங்கள் உண்மை என்று ஆகாதோ,0
மடிக்கிற சாக்கில் வாசனை எடுத்து,0
மடியினில் தலையணை செய்தாய்,0
மணி காட்டும் கடிகாரம் தரும் வாடை அறிந்தோம்,0
மணியின் ஓசை கேட்டு மனக்கதவு திறக்குதே,0
மண்ணில் எப்போதும் என்றும் சந்தோஷம் எங்கும் சந்தோஷம்,0
மண்ணுலகம் கண்ணீரை ஒழிக்கக்கேட்பேன்,0
மண்ணுலகை வலம் கொண்டு வாங்கிவந்த பட்டறிவும்,0
மண்பானைகளும் மண்பானைகளும் மல்லுக்கு நிற்பதுவோ இங்கே,0
மதுபோலச்சொரிவதனால் குளிர்ந்து பச்சை மணிபோலச்சிரித்திருக்கும் ஒளிர்ந்து,1
மத்தாப்பு பேச்சுக்காரி,0
மந்த காளை சந்தை போய் மத்தாளத்த தட்டு,0
மன நடுக்கம் அது மிக கொடுமை,0
மனசுக்கும் அறிவுக்கும் தூரங்கள் இருந்தால்தான் நன்மை,0
மனசும் மனசும் கலந்து தான்,0
மனசுல என்ன ஆகாயம்,0
மனசெல்லாம் நீதான் நீதானே,0
மனசெல்லாம் மனசெல்லாம் நீதானம்மா,0
மனசெல்லாம் மாக் கோலம் நீ போட்ட பூக் கோலம்,0
மனசே இள மனசே,0
மனதில் நினைப்பதெல்லாம் நடக்கும் நாள் இதுவே,0
மனதில் மனதில் அடி பம்பரங்கள் ஆடும்,0
மனம் ஒருத்தியை மட்டும் கொண்டாடுது,0
மனம் தீ புடிக்குது தீ புடிக்குது,0
மனித நேசம்தான் வாழ்க்கை என்பதை அறிய வந்தபோது என் முதுகில் கனக்கிறது முப்பது வயது,0
மனிதஇனம் செவ்வாயில் வசிக்கக்கேட்பேன்,0
மனிதன் என்னும் நிஜத்தை நீங்கள் மறந்து தொலைத்துவிட்டு ஜாதிச்சனியன் என்னும் கற்பனைக்காகச் சமர்கள் புரிகுவதோ?,0
மனிதன் பாவம் என்று அவன் மெரண்டு போக வேண்டும்,0
மனுசந்தான் முருகனோட அவதாரம்,0
மனுஷனதான் காணோம் காணோம்,0
மனைவியெனும் மானிடத்து மட்டுமே மையல் வளர்த்திந்த மானுடத்தை வாழ்விப்போம் வா,0
மன்னனுக்கு மகுடமிடு மக்களுக்கு லாடமடி,0
மன்னித்துவிடு மயானத்திலும் இசை உண்டே,0
மயில் தோகை போலே விரல் உன்னை வருடும்,1
மரக்கிளை அசைவில் மணிகளின் ஒலியில்,0
மரங்களும் பூக்களும் மறைந்து விடும்,0
மரணத்தின் மீதே மரியாதை போய்விட்டது,0
மரணத்தைத்தள்ளிப்போடும் மார்க்கம்தான் சிரிப்பு,0
மரணம் தனியே வந்தால் அழகு,0
மரணம்கூட வித்தியாசமாயிருக்கட்டும் அழாதிருக்கும் ஒவ்வொருவருக்கும்,0
மரம் இழைத்த சுருள் விரிந்து மலர் படுக்கை செய்வோம்,0
மரம் சொன்னது இன்னா செய்தார்க்கும் இனியவை செய்,0
மரிக்கும்வரை சிரிக்காத மனிதர்கள் உண்டா இல்லையா சிரியுங்கள் மனிதர்களே,0
மரியாதை தெரியாத முத்தம் தா,0
மருண்டது மானுடம் அப்போதுதான் அதுவும் நிகழ்ந்தது,0
மருதானி அறைத்து கீறைக்குழம்பு வைத்தாய்,0
மருந்து தீர்ந்தபின் நோயிடமிருந்தும் காலமே என்னைக்காப்பாற்று,0
மறக்க செய்வது லவ் ஆகும்,0
மறந்தாலும் நான் உன்னை நினைக்காத நாள் இல்லையே,0
மறவாதே மனம் மடிந்தாலும் வரும்,0
மறு கண்ணில் அமிலம் கண்டேன்,0
மறு கண்ணோ என் நெஞ்சில் ஊறியதே,0
மறுவார்த்தை பேசாதே மடிமீது நீ தூங்கிடு,0
மறைத்து வைத்தால் தெரிந்து விடும்,0
மறைத்து வைத்தால் தெரிந்துவிடும்,0
மற்றவரின் காயத்தில் மருந்தாகும் வேளையிலும்,0
மற்றவரின் வேர்களுக்கு மழையாகும் வேளையிலும்,0
மலரும் பூ மனசே,0
மலரே உன் முன்னால தனியா நிப்பேன்,1
மலர் அலங்காரம் விளக்கு அலங்காரம் மலர்ந்திடு உன்னை தொழுதோம்,0
மலர் தொடுக்க நாரை எடுத்து,0
மலர் பறிக்குது தினம்தோறும்,0
மலை சொன்னது பணிந்து வாழ்ந்தால் உயர்ந்து போவாய் நிமிர்ந்து திரிந்தால் இறங்கிப்போவாய்,0
மலை பறித்த பள்ளத்தில் கடல் அள்ளி ஊற்றியது,0
மலைகளே கடலின் மந்திரக்கைகளே,1
மல்லிகை சரமே பக்கம் கொஞ்சம் வாடி,0
மல்லிகை பூக்கள் உதிர்வதெல்லாம் மரத்தடி நிழலுக்கு சொந்தமில்லை,0
மழலை பிழைகளின் சங்கீதம்,0
மழை அவரோகண சங்கீதம்,0
மழை காலத்தில் குடிசை எல்லாம் கண்ணீரில் மிதக்கின்ற கட்டுமரம்,1
மழை தூறுமே என்று நடுவானிலே வந்து திரை கட்டினால் மழை முடிவதில்லை,0
மழை வந்த பின்னால் வானவில்லும் தோன்றும்,0
மழைக்கு வெளியே நின்று மழையை ரசியுங்கள்,0
மழைச்சாரல் தெரிக்குதே,0
மழைத் தண்ணி பட்டாலும் அழியாதம்மா,0
மழைத்தண்ணி ஊறி மஞ்சுவரு கரையுதடி,0
மழைத்துளி சொன்னது முத்துக்கான வித்து,0
மழைத்துளி மண்ணில் வந்துச் சிந்தச் சிந்த எழுகிறதே ஒரு வாசம்,0
மழைபெய்த களிமண் நிலமாய் மனம் எப்போதும் நெகிழ்ந்திருக்கட்டும்,1
மழையும் வழக்கம்போல் மேலிருந்து கீழாய் தேதிபார்த்து வந்து தேதிபார்த்துப்போகும் வசந்தம்,0
மழையும் வெறிக்க மசமசன்னு வெயிலடிக்க,0
மாத்தி யோசி தட்ஸ் வாட் வி சே,0
மாத்தி யோசி மாத்தி யோசி மாத்தி யோசி,0
மானமகன் குட்டுவனின் வில்லைக்கேட்பேன்,0
மானம் காக்க வீரம் வேணுமடா,0
மானம்தானே வேட்டி சட்ட மத்ததெல்லாம் வாழ மட்ட,1
மானிடத்தின் நெஞ்சத்தை ஆண்டநாள் ஆண்டான்,0
மான் குட்டியே புள்ளி மான் குட்டியே,1
மான் புலியை வேட்டைதான் ஆடுமிடம் கட்டில்,0
மாமன்னன் பாண்டியனின் வேலைக்கேட்பேன்,0
மாமு பொழுது போகல பாடம் பிடிக்கல,0
மாயைக்குள் மெய்யாகிறாய்,0
மார்பு மீது மெத்தை போடு ரோம காலில் வித்தையாடு,0
மார்புகுடிக்கும் மழலைகளைத்தள்ளிவிடாதீர் தாயர்களே,0
மாறாத இன்பத்து பாலாக நான்,1
மாறுவேடம் போடுது என் நாட்கள் தன்னாலே,0
மாறுவேடம் போட்டபடி நீயே எங்கும் நிறைந்துள்ளாய் இசையே,0
மாவிடிச்ச புட்டு மாமனுக்கு கொட்டு,0
மிதந்து மிதந்து மேலே வருகிறது,0
மிதி வாங்காத மனசு இங்க கிடையாது,0
மின் காந்த பேச்சில் மொத்தமாய் நான் கேட்டேன் இசை தமிழ்,1
மின்சாரம் போகாத இரவு கேட்பேன்,0
மின்னலின் ஒளியை பிடிக்க மின்மினி பூச்சிக்கு தெரியவில்லை,0
மின்னல் பறிக்குதென்று சாரல் வீட்டில் தெறிக்குதென்று,0
மின்மினி தேசத்து சொந்தக்காரன் விண்மீன் கேட்பது தவறாகும்,0
மின்மினி பூவே உன் காதல் கண்ணில்,1
மிருகங்களுக்குக்கனவு தருகிறாய்,0
மிருகத்தைக்கொல்லாமல் தேவநிலை தேடுகிறேன்,0
மிஸ்டேக்ஸ் ஆர் தி சீக்ரெட் ஆஃப் சக்ஸஸ்,0
மீசையை நறுக்கவே இமைகளை நறுக்கினாய்,0
மீண்டும் அந்த காலம் வந்து மழலையாக மாற்றுமா,0
மீதித் தமிழன் அடிமைகள் ஆனான்,0
மீனிக்கழுனர்வொன்றிலே வசிக்கின்றேன்,0
மீன்களை சுமப்பதொன்றும் நீருக்கு பாரமில்லை,0
முகம் துடைக்க உன் முந்தானை,0
முகவரி இல்லாமல் பூமிக்கு வருகிறது,0
முக்காளிக்கு மூணு காலுடா,0
முச்சங்கங்கூட்டி முதுபுலவர் தமைக்கூட்டி,0
முடிக்கா முத்தங்களின் மிச்சங்களில் வாழ,0
முடிஞ்சா எடுத்து மாலை போடு,0
முடியில் கலர் அடிச்சா தப்பு,0
முடிவிலே ஆமை முந்தி முயலை ஜெய்க்கும்,0
முடிவைத்தான் பாட முந்திற்றேயல்லாமல்,0
முட்டைக்கோசை எடுத்தாய்,0
முதன் முதலாய்ப்பிணங்கள் பொறுக்குகிறோம்,0
முதன்முதலில் பூமிக்குச்சந்தேகம் வந்தது பட்டாசு கொளுத்திய புட்டியாய்,0
முதலமைச்சர் வேலைகோரி முதலமைச்சருக்கே சொல்லச்சொல்லும்,0
முதல் கனவு போதுமே காதலா,0
முதல் நீ முடிவும் நீ,1
முதல் முதல் சேர்ந்த நதி எது என்று கடலிடம் கேட்டால் என்ன செய்யும்,0
முதல் முதல் வந்த மழை எது என்று நதியிடம் கேட்டால் என்ன சொல்லும்,0
முதல் முத்தத்து ஞாபகத்துண்டு இன்னொரு கிரகம் கொண்டான்,0
முதல் முறை இந்த மலருக்குள்ளே,0
முதல்பாகம் முற்றும் இரண்டாம் பாகம் எழுது,0
முதல்பாகம் முற்றும் இரண்டாம்பாகம் எழுது,0
முதிராத சிறுமிகளின் முத்தம் கேட்பேன்,0
முதுகளை பறிச்சு தாடா,0
முத்தங்கள் நீ வழங்கு,0
முத்தத்தில் ஒதுங்கி முடிவளர்த்த முனிவர்களும்,0
முத்தம் உன் முத்தம் என் வெட்கம் தின்னுதே,0
முத்தம் தருவாயோ,0
முத்தாடும் கல்லே விட்டு தர வேணும்,0
முத்திரைவிழாத அஞ்சல்தலைகளை உற்றுக்கிழித்துப்பயன்படுத்தும் உலோபியிடமிருந்தும்,0
முத்து முத்தா பெஞ்ச மழை,0
முத்துக்கடலு மூடியா கெடக்கு,0
முந்தாணையில் தூளி கட்டும் தாய்மாரே நீ கொஞ்சம் தள்ளி வச்சா,0
முந்தாநாள் வந்த மழை மூச்சுமுட்டப்பெய்யுதடி,0
முந்நூறாண்டு பின்னே செல்வது முழுக்க அஞ்ஞானம்,0
முனிவன்போல் புலனடக்கித்தும்பிபிடிக்குமொரு பொற்பொழுதில்,1
முன்னும் பின்னும்தான் முழுமையா,0
முன்னே வள்ளுவன் பின்னே பாரதி முழங்கினர் ஊருக்கு,0
முப்பதுநாள் காய்கின்ற நிலவைக்கேட்பேன்,0
முப்பாலும் கலந்து என்ன கலக்குறான்,0
முயலிடம் ஆமைகள் ஆரம்பத்தில் தோற்கும்,0
முரண்பாடெனக்குள் யாதென்று மூளைபுரட்டி யோசித்தேன்,0
முற்நூறாண்டை முன்னுக்கிழுக்குது முரட்டு விஞ்ஞானம் நாமோ,0
முற்றத்தில் வந்தாடும் முகிலைக்கேட்பேன்,0
முள்ளின் மீது காக்கை குஞ்சி தூங்க வில்லையா,0
முள்ளும் இதுவே ரோஜாவும் இதுவே,0
முழுசா நனைய நான் இப்போ துணிஞ்சேன்,0
மூங்கினில் பரவும் புயல் போல உனதுடல் மீது உதடும் பரவுது,1
மூங்கில் தோட்டம் மூலிகை வாசம்,0
மூச்சாலே உன்னை நான் முழம் போட அழகே உன்னை தரணும் நீ ஒரு நிமிஷம்,0
மூச்சில் உன்னை சொட்ட சொட்ட,0
மூடப்பரிந்துரை மூட்டைகளை முகத்தில் விசிறியடிக்க முடியவில்லை,0
மூலையில வச்சிருந்த மூட்டையப்போய் நான் பிரிக்க,0
மூளைக்குள் அவைசென்று முட்டுவதே இல்லை தாய்,0
மூழ்கடித்து கொன்றாயே,0
மெதுவா இனி மழை வரும் ஓசை,0
மென்காற்று வீசிவரும் இல்லம் கேட்பேன்,0
மென்குணங்கள் மேம்படுத்து,0
மெய் மெய்யும் சேர்ந்து புன்னகை அதில் மையல் கொள்ளும் தமிழ்,1
மெர்குரி பூவே மெர்குரி பூவே,0
மெலிதான இடையைதான் பிறைகள் என்பேனே,1
மெல்லக்கனித்தோட்டச்சாலைகளில் வழிந்து,0
மெளனம் கூட உறைந்துபோன சங்கீதம்,0
மேகங்கள் பீச்சுகிறாய்,0
மேகதூதம் பாட வேண்டும்,0
மேகத்தக்கிழிச்சு மின்னல் கொண்டு தைக்குதடி,0
மேகம் இறங்கி வந்தால் மண்ணில் பசை இருக்கும்,0
மேகம் எறங்கலையே மின்னல் ஒண்ணுங்காங்கலையே,0
மேகம் நனைந்தது கடல்களின் அலையில்,0
மேகம் படைதிரட்டி வானை மிரட்டிப்பிடித்ததுகாண்,0
மேகம் முழிச்சு கேக்குதே,0
மேடும் பள்ளம் இல்லாமல் ஒரு பாதை இங்கு கிடையாது,0
மேடையிலே தோற்காத வீரம் கேட்பேன்,0
மேடையிலொருவன் பொய்குரைப்பான்,0
மேட்டுச் சாலையிலே மாட்டுவண்டியிலே ஏ போறாளே பொண்ணு ஒருத்தி,0
மேதைகளை சந்திக்கும் மேன்மை கேட்பேன்,0
மேனி மீது சாரல் வேண்டும்,0
மேரேஜ் என்றால் வெறும் பேச்சு அல்ல மீனாட்சி சுந்தரேசா,0
மேற்க கருக்கலையே மேகாத்து வீசலையே,0
மேலும் கீழுமாய் இழுக்குறான்,0
மேலும் கீழும் ஆடும் உந்தன் மாய கண்ணாலே,0
மேல்நோக்கி உயரும் முகில்,0
மேல்நோக்கி எரியும் தீ,0
மேல்நோக்கி முட்டும் விதை,0
மேல்நோக்கி வளரும் மனிதன்,0
மைனஸ் மைனஸ் டிகிரி ஐஸ் கட்டி கிஸ் ஆளே,0
மொச்சகாய் வெடிக்கும் முன்னே,0
மொட்டை மாடியில் நின்னா தப்பு,0
மொத்த ஊரும் திரும்பிப்பார்த்து மரித்துப்போயினன்,0
மொத்தமாய் வரும் மரணத்தின் மீது சுத்தமாய் மரியாதையில்லை,0
மொளைக்காத படிக்கு மொளைகட்டிப்போயிருச்சே,0
மொழிக்கு ஒளியூட்டுவான் கண்ணில் மழைகட்டும் போதெல்லாம்,0
மோகக்கிறுக்கில் முறைதவறிப்போனவர்கள்,1
மோகனத்து வீணைகளின் சத்தம் கேட்பேன்,0
மோதிபாரு சிரிப்பான்,0
யசோதா என்ன தவம் செய்தனை,0
யாசித்து நீ கேட்ட இரவாக நான்,1
யாருக்கு யார் சொந்தம் இல்லை,0
யாருக்கும் சுவடில்லை இன்று,0
யாரும் துணை இல்ல,0
யாரை கேட்டு எந்தன் நெஞ்சில்,0
யாரோ வழித்துணைக்கு வந்தால் ஏதும் இணை இல்லை,0
யார் அங்கே யார் அங்கே,0
யார் இப்ப வெல்லுறது,0
யார் தொடுத்தா மாலையாச்சு,0
யார் யாரோ கனாக்களில் நாளும் நீ சென்று உலாவுகின்றவள்,0
யுத்தங்கள் இல்லாத உலகம் கேட்பேன்,0
யே யே யே வைக்காதே மை மை,0
ரகசியங்கள் இல்லாத வாழ்க்கை கேட்பேன்,0
ரகசியத்தை யாரு அறிஞ்சா,0
ரத்த ருசி காட்டி வைக்கும் வழக்கம் எங்க குல வழக்கமடா,0
ரத்தத்தில் எப்போதும் வேகம் கேட்பேன்,0
ரத்தம் ரத்தம் சூடாகும்,0
ரயிலில் வரும் சில வியாபாரிகள் எட்டுக்கட்டையில் இலக்கியம் பேசுகையில்,0
ரயில்களின் எதிரெதிர் பெட்டிகளில் பழைய கண்கள் நான்கு பார்த்துக்கொள்கின்றன,0
ராஜராஜன் வைத்திருந்த வாளைக்கேட்பேன்,0
ராட்சசியோ தேவதையோ ரெண்டும் சேர்ந்த பெண்ணோ,1
ரித்திக் ரோஷனை ரசிச்சா தப்பு,0
ருசிய காட்ட போறேண்டா,0
ரெக்கைதான் கட்டிக்கிட்டு பறந்தோடி வருவாளோடி,0
ரெண்டு கரங்களும் சேர் என்றது,0
ரெண்டும் ஒன்று சேர்ந்து தொலையாதோ,0
ரெண்டே ரெண்டு கண்ணா ஒவ்வொன்றும் காவியம்,1
லண்டன் மெல்போர்ன் அட்லாண்டா எங்கும் கைதட்டா,0
லத்தியால் கூட்டம் கிழித்துப்பொத்தென்று சிறகில் குதித்தாள்,0
லத்தியை வீசியெறிந்தாள் ஒரு புல்லாங்குழல் வாங்கிக்கொண்டாள்,0
லவ் இஸ் நாட் எ கேம்,0
லவ் கன்பார்ம் பண்ண நீ யோசி,0
லவ் ஸ்கூலில் எல்கேஜி சேர ஆசை இல்லடி எனக்கு,0
லவ்வில் ஏது கேரன்டி,0
வகுத்ததெலாம் வடிகட்டிப்பார்த்தபின்பு சிரிப்பேன்,0
வகுப்பறை மேஜையில் இடும் கிறுக்கல்,1
வங்காள தேசம் வாழும் ராசாவோட புத்திரனே,1
வசியம் மூட்ட போறேண்டா,0
வசியம் மூட்டி போறேண்டா,0
வட்ட வட்டமாக வானவில்லை வெட்டி குட்டி குட்டி மாலை ஆக்குவேன்,0
வட்டப்பாறையின்மேல் என்னை வாவென்றழைத்தது காண்,0
வட்டிக்கணக்கே வாழ்வென்றமைந்திருந்த செட்டி மகனுக்கும் சீர்கொடுத்த சீமாட்டி,0
வண்டாடும் செண்டாடும் வந்த மலை வாசன் அல்லவா,1
வண்ண மணியாரம் வலதுகையிக்கெடியாரம்,0
வண்ண வண்ண பூவெல்லாம்,0
வந்தவங்க வயிறு நிறையனும்,0
வந்தாய் நீ சென்றாய் எனை காணவில்லையே,0
வந்தார்கள் போனார்கள் நேற்று,0
வயதாக ஆக வாழ்வோடு ஏன் விவாகரத்து?,0
வயது வந்து வலையை விரிக்கும் மாட்டிகொண்டு நீ ரசி,0
வயித்தில்நீ சுமந்த ஒண்ணு வைரமுத்து ஆயிருச்சு,0
வரமாக ஸ்வரமாக உயிா் பூவின் தவமாக வந்தாள்,1
வரம் கேட்காமல் வழங்கிடுவாய்,0
வரலாற்றில் வாழ்கின்ற காதல் எல்லாம் வலியோடு போராடும் காதல்தானே,0
வரான் வரான் வரிசையிலே முருகைய்யா,0
வராமலே போக முடியுமா,0
வருமானம் எல்லாம் தீரும் வயதில் வரிபாக்கி கேட்கும் ஆணையிலிருந்தும்,0
வருமானம் பத்தாமத்தான் எரிச்சல் கொண்டு வாழுறான்,0
வருஷங்கள் எத்தனையோ வழிந்த பிறகும்,0
வறட்டூருதாண்டி வாக்கப்பட்டு நாம்போக தண்ணியில்லாக்காட்டுக்குத்தாலிகட்டி நீபோக,0
